0.000000e+00 0.000000e+00 6.654454e-04
3.133758e-02 3.133245e-02 2.769594e-02
6.267517e-02 6.263414e-02 5.469924e-02
9.401275e-02 9.387432e-02 8.164882e-02
1.253503e-01 1.250223e-01 1.085182e-01
1.566879e-01 1.560476e-01 1.352811e-01
1.880255e-01 1.869196e-01 1.619111e-01
2.193631e-01 2.176080e-01 1.883821e-01
2.507007e-01 2.480828e-01 2.146681e-01
2.820382e-01 2.783139e-01 2.407434e-01
3.133758e-01 3.082718e-01 2.665822e-01
3.447134e-01 3.379270e-01 2.921593e-01
3.760510e-01 3.672503e-01 3.174494e-01
4.073886e-01 3.962130e-01 3.424279e-01
4.387262e-01 4.247866e-01 3.670701e-01
4.700637e-01 4.529431e-01 3.913518e-01
5.014013e-01 4.806548e-01 4.152493e-01
5.327389e-01 5.078946e-01 4.387390e-01
5.640765e-01 5.346356e-01 4.617978e-01
5.954141e-01 5.608516e-01 4.844032e-01
6.267517e-01 5.865169e-01 5.065330e-01
6.580892e-01 6.116062e-01 5.281653e-01
6.894268e-01 6.360950e-01 5.492790e-01
7.207644e-01 6.599592e-01 5.698533e-01
7.521020e-01 6.831752e-01 5.898681e-01
7.834396e-01 7.057205e-01 6.093036e-01
8.147771e-01 7.275727e-01 6.281408e-01
8.461147e-01 7.487105e-01 6.463612e-01
8.774523e-01 7.691131e-01 6.639469e-01
9.087899e-01 7.887605e-01 6.808806e-01
9.401275e-01 8.076333e-01 6.971457e-01
9.714651e-01 8.257130e-01 7.127263e-01
1.002803e+00 8.429820e-01 7.276069e-01
1.034140e+00 8.594231e-01 7.417731e-01
1.065478e+00 8.750203e-01 7.552109e-01
1.096815e+00 8.897583e-01 7.679071e-01
1.128153e+00 9.036226e-01 7.798493e-01
1.159491e+00 9.165995e-01 7.910256e-01
1.190828e+00 9.286764e-01 8.014253e-01
1.222166e+00 9.398414e-01 8.110379e-01
1.253503e+00 9.500835e-01 8.198541e-01
1.284841e+00 9.593926e-01 8.278653e-01
1.316178e+00 9.677596e-01 8.350635e-01
1.347516e+00 9.751763e-01 8.414417e-01
1.378854e+00 9.816355e-01 8.469937e-01
1.410191e+00 9.871307e-01 8.517139e-01
1.441529e+00 9.916566e-01 8.555978e-01
1.472866e+00 9.952087e-01 8.586416e-01
1.504204e+00 9.977835e-01 8.608421e-01
1.535542e+00 9.993786e-01 8.621974e-01
1.566879e+00 9.999923e-01 8.627060e-01
1.598217e+00 9.996241e-01 8.623674e-01
1.629554e+00 9.982742e-01 8.611821e-01
1.660892e+00 9.959441e-01 8.591511e-01
1.692229e+00 9.926361e-01 8.562764e-01
1.723567e+00 9.883532e-01 8.525609e-01
1.754905e+00 9.830999e-01 8.480083e-01
1.786242e+00 9.768812e-01 8.426229e-01
1.817580e+00 9.697032e-01 8.364101e-01
1.848917e+00 9.615730e-01 8.293759e-01
1.880255e+00 9.524986e-01 8.215274e-01
1.911593e+00 9.424888e-01 8.128721e-01
1.942930e+00 9.315536e-01 8.034187e-01
1.974268e+00 9.197036e-01 7.931763e-01
2.005605e+00 9.069505e-01 7.821550e-01
2.036943e+00 8.933068e-01 7.703657e-01
2.068280e+00 8.787860e-01 7.578199e-01
2.099618e+00 8.634021e-01 7.445299e-01
2.130956e+00 8.471705e-01 7.305089e-01
2.162293e+00 8.301069e-01 7.157705e-01
2.193631e+00 8.122283e-01 7.003293e-01
2.224968e+00 7.935520e-01 6.842003e-01
2.256306e+00 7.740965e-01 6.673995e-01
2.287644e+00 7.538809e-01 6.499434e-01
2.318981e+00 7.329250e-01 6.318490e-01
2.350319e+00 7.112494e-01 6.131342e-01
